left,left_label,right,right_label,weight
http://sweetontology.net/matrCompound#HypochlorousAcid,,CHEBI:24757,hypochlorous acid,
http://sweetontology.net/matrCompound#InorganicAcid,,CHEBI:138103,inorganic acid,
http://sweetontology.net/matrCompound#IronOxide,,CHEBI:50816,iron oxide,
http://sweetontology.net/matrCompound#IronOxide,,CHEBI:50820,ferrous oxide,
http://sweetontology.net/matrCompound#Magnetite,,CHEBI:46726,magnetite,
http://sweetontology.net/matrCompound#N2O,,CHEBI:17045,dinitrogen oxide,
http://sweetontology.net/matrCompound#N2O,,CHEBI:29796,oxidodinitrate(.1-),
http://sweetontology.net/matrCompound#N2O5,,CHEBI:29802,dinitrogen pentaoxide,
http://sweetontology.net/matrCompound#NAT,,CHEBI:82508,N'-Nitrosoanatabine,
http://sweetontology.net/matrCompound#NH3,,CHEBI:16134,ammonia,
http://sweetontology.net/matrCompound#NO,,CHEBI:15429,hydroxylamine,
http://sweetontology.net/matrCompound#NO,,CHEBI:16480,nitric oxide,
http://sweetontology.net/matrCompound#NO,,CHEBI:29120,oxidonitrogen(1+),
http://sweetontology.net/matrCompound#NO,,CHEBI:29121,oxidonitrate(1-),
http://sweetontology.net/matrCompound#NO,,CHEBI:29272,oxidonitrate(2.1-) (triplet),
http://sweetontology.net/matrCompound#NO,,CHEBI:33396,nobelium,
http://sweetontology.net/matrCompound#NO,,CHEBI:35801,nitroso group,
http://sweetontology.net/matrCompound#NO2,,CHEBI:16301,nitrite,
http://sweetontology.net/matrCompound#NO2,,CHEBI:29423,dioxidonitrate(.2-),
http://sweetontology.net/matrCompound#NO2,,CHEBI:29424,dioxidonitrogen(1+),
http://sweetontology.net/matrCompound#NO2,,CHEBI:29785,nitro group,
http://sweetontology.net/matrCompound#NO2,,CHEBI:29786,nitrosooxy group,
http://sweetontology.net/matrCompound#NO2,,CHEBI:33101,nitrogen dioxide,
http://sweetontology.net/matrCompound#NO3,,CHEBI:17632,nitrate,
http://sweetontology.net/matrCompound#NO3,,CHEBI:25941,peroxynitrite,
http://sweetontology.net/matrCompound#NO3,,CHEBI:29329,nitrooxidanyl,
http://sweetontology.net/matrCompound#NO3,,CHEBI:29330,nitrosodioxidanyl,
http://sweetontology.net/matrCompound#NO3,,CHEBI:29794,nitrooxy group,
http://sweetontology.net/matrCompound#NO3,,CHEBI:29795,trioxidonitrate(.2-),
http://sweetontology.net/matrCompound#NaCl,,CHEBI:26710,sodium chloride,
http://sweetontology.net/matrCompound#NaCl,,CHEBI:46715,halite,
http://sweetontology.net/matrCompound#NitricAcid,,CHEBI:48107,nitric acid,
http://sweetontology.net/matrCompound#NitricOxide,,CHEBI:16480,nitric oxide,
http://sweetontology.net/matrCompound#NitrogenDioxide,,CHEBI:33101,nitrogen dioxide,
http://sweetontology.net/matrCompound#NitrogenMonoxide,,CHEBI:16480,nitric oxide,
http://sweetontology.net/matrCompound#NitrogenOxide,,CHEBI:35196,nitrogen oxide,
http://sweetontology.net/matrCompound#NitrousAcid,,CHEBI:25567,nitrous acid,
http://sweetontology.net/matrCompound#NitrousOxide,,CHEBI:17045,dinitrogen oxide,
http://sweetontology.net/matrCompound#PO,,CHEBI:33313,polonium atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37340,polonium-210 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37341,polonium-211 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37342,polonium-212 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37343,polonium-213 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37344,polonium-214 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37345,polonium-215 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37346,polonium-216 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37347,polonium-217 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37348,polonium-218 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37350,polonium-190 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37351,polonium-191 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37352,polonium-192 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37353,polonium-193 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37354,polonium-194 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37355,polonium-195 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37356,polonium-196 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37357,polonium-197 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37358,polonium-198 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37359,polonium-199 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37360,polonium-200 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37361,polonium-201 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37362,polonium-202 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37363,polonium-203 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37364,polonium-204 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37365,polonium-205 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37366,polonium-206 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37367,polonium-207 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37368,polonium-208 atom,
http://sweetontology.net/matrCompound#PO,,CHEBI:37369,polonium-209 atom,
http://sweetontology.net/matrCompound#Perchlorate,,CHEBI:49706,perchlorate,
http://sweetontology.net/matrCompound#PerchloricAcid,,CHEBI:29221,perchloric acid,
http://sweetontology.net/matrCompound#Peroxide,,CHEBI:44785,peroxide,
http://sweetontology.net/matrCompound#PeroxynitricAcid,,CHEBI:29271,peroxynitric acid,
http://sweetontology.net/matrCompound#Phosphate,,CHEBI:18367,phosphate(3-),
http://sweetontology.net/matrCompound#Phosphate,,CHEBI:26020,phosphate,
http://sweetontology.net/matrCompound#Phosphate,,CHEBI:26078,phosphoric acid,
http://sweetontology.net/matrCompound#Phosphate,,CHEBI:35780,phosphate ion,
http://sweetontology.net/matrCompound#Phosphate,,CHEBI:43474,hydrogenphosphate,
http://sweetontology.net/matrCompound#SO2,,CHEBI:18422,sulfur dioxide,
http://sweetontology.net/matrCompound#Salt,,CHEBI:24866,salt,
http://sweetontology.net/matrCompound#Salt,,CHEBI:26710,sodium chloride,
http://sweetontology.net/matrCompound#Salt,,ENVO:01000681,sodium chloride salt,
http://sweetontology.net/matrCompound#SiO2,,CHEBI:30563,silicon dioxide,
http://sweetontology.net/matrCompound#Silica,,CHEBI:30563,silicon dioxide,
http://sweetontology.net/matrCompound#Silicate,,CHEBI:29241,silicate(4-),
http://sweetontology.net/matrCompound#SiliconDioxide,,CHEBI:30563,silicon dioxide,
http://sweetontology.net/matrCompound#Sulfate,,CHEBI:16189,sulfate,
http://sweetontology.net/matrCompound#SulfurDioxide,,CHEBI:18422,sulfur dioxide,
http://sweetontology.net/matrCompound#SulfurOxide,,CHEBI:45822,sulfur monoxide,
http://sweetontology.net/matrCompound#SulfurOxide,,CHEBI:48154,sulfur oxide,
http://sweetontology.net/matrCompound#SulfuricAcid,,CHEBI:26836,sulfuric acid,
http://sweetontology.net/matrCompound#Water,,CHEBI:15377,water,
http://sweetontology.net/matrCompound#Water,,ENVO:00002006,water,
http://sweetontology.net/matrElement#Actinoid,,CHEBI:33320,actinoid atom,
http://sweetontology.net/matrElement#Al,,CHEBI:28984,aluminium atom,
http://sweetontology.net/matrElement#Al,,CHEBI:30150,aluminium(1+),
http://sweetontology.net/matrElement#Al,,CHEBI:30151,aluminide(1-),
http://sweetontology.net/matrElement#Al,,CHEBI:33627,monoatomic aluminium,
http://sweetontology.net/matrElement#Al,,CHEBI:33629,aluminium(0),
http://sweetontology.net/matrElement#Al,,CHEBI:37968,aluminium-27 atom,
http://sweetontology.net/matrElement#Al,,CHEBI:37969,aluminium-26 atom,
http://sweetontology.net/matrElement#Al,,CHEBI:37970,aluminium-28 atom,
http://sweetontology.net/matrElement#Al,,CHEBI:49470,aluminium(3+),
http://sweetontology.net/matrElement#Al,,CHEBI:73770,Ala-Leu,
http://sweetontology.net/matrElement#AlkaliMetal,,CHEBI:22314,alkali metal atom,
http://sweetontology.net/matrElement#AlkalineEarthMetal,,CHEBI:22313,alkaline earth metal atom,
http://sweetontology.net/matrElement#Aluminum,,CHEBI:28984,aluminium atom,
http://sweetontology.net/matrElement#Antimony,,CHEBI:30304,antimony(0),
http://sweetontology.net/matrElement#Antimony,,CHEBI:30513,antimony atom,
http://sweetontology.net/matrElement#Ar,,CHEBI:137238,Ala-Arg,
http://sweetontology.net/matrElement#Ar,,CHEBI:49474,argon(0),
http://sweetontology.net/matrElement#Ar,,CHEBI:49475,argon atom,
http://sweetontology.net/matrElement#Ar,,CHEBI:49990,monoatomic argon,
http://sweetontology.net/matrElement#Ar,,CHEBI:49992,argon(.1+),
http://sweetontology.net/matrElement#Argon,,CHEBI:49474,argon(0),
http://sweetontology.net/matrElement#Argon,,CHEBI:49475,argon atom,
http://sweetontology.net/matrElement#Arsenic,,CHEBI:27563,arsenic atom,
http://sweetontology.net/matrElement#As,,CHEBI:27563,arsenic atom,
http://sweetontology.net/matrElement#As,,CHEBI:29752,arsenide(3-),
http://sweetontology.net/matrElement#As,,CHEBI:29766,arsanetriyl group,
http://sweetontology.net/matrElement#As,,CHEBI:35827,monoatomic arsenic,
http://sweetontology.net/matrElement#As,,CHEBI:35828,arsenic(3+),
http://sweetontology.net/matrElement#As,,CHEBI:35829,arsenic(5+),
http://sweetontology.net/matrElement#As,,CHEBI:47217,arsane,
http://sweetontology.net/matrElement#As,,CHEBI:63918,artesunate,
http://sweetontology.net/matrElement#As,,CHEBI:73394,Ala-Ser,
http://sweetontology.net/matrElement#As,,GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,-50
http://sweetontology.net/matrElement#B,,CHEBI:27560,boron atom,
http://sweetontology.net/matrElement#B,,CHEBI:30165,boron(1+),
http://sweetontology.net/matrElement#B,,CHEBI:30166,boride(1-),
http://sweetontology.net/matrElement#B,,CHEBI:30167,boride(3-),
http://sweetontology.net/matrElement#B,,CHEBI:30168,boron(3+),
http://sweetontology.net/matrElement#B,,CHEBI:30169,boranetriyl group,
http://sweetontology.net/matrElement#B,,CHEBI:30170,boranylidyne group,
http://sweetontology.net/matrElement#B,,CHEBI:33610,monoatomic boron,
http://sweetontology.net/matrElement#B,,CHEBI:36370,bottom quark,
http://sweetontology.net/matrElement#B,,CHEBI:52451,boron-11,
http://sweetontology.net/matrElement#B,,CHEBI:77014,boron-10 atom,
http://sweetontology.net/matrElement#B,,UO:0000227,magnetic flux density unit,
http://sweetontology.net/matrElement#B,,UO:0000233,byte,
http://sweetontology.net/matrElement#Be,,CHEBI:30501,beryllium atom,
http://sweetontology.net/matrElement#Be,,CHEBI:30502,beryllium(2+),
http://sweetontology.net/matrElement#Be,,CHEBI:30503,beryllium(1+),
http://sweetontology.net/matrElement#Be,,CHEBI:33783,beryllium(0),
http://sweetontology.net/matrElement#Be,,CHEBI:33785,monoatomic beryllium,
http://sweetontology.net/matrElement#Be,,CHEBI:39132,beryllium cation,
http://sweetontology.net/matrElement#Be,,CHEBI:39133,beryllium ion,
http://sweetontology.net/matrElement#Be,,CHEBI:52628,beryllium-9,
http://sweetontology.net/matrElement#Beryllium,,CHEBI:30501,beryllium atom,
http://sweetontology.net/matrElement#Beryllium,,CHEBI:33783,beryllium(0),
http://sweetontology.net/matrElement#Boron,,CHEBI:27560,boron atom,
http://sweetontology.net/matrElement#Boron,,CHEBI:33609,elemental boron,
http://sweetontology.net/matrElement#Boron,,CHEBI:51707,diboron,
http://sweetontology.net/matrElement#Br,,CHEBI:15858,bromide,
http://sweetontology.net/matrElement#Br,,CHEBI:22927,bromine atom,
http://sweetontology.net/matrElement#Br,,CHEBI:22972,butyryl group,
http://sweetontology.net/matrElement#Br,,CHEBI:33117,bromine(.),
http://sweetontology.net/matrElement#Br,,CHEBI:36896,monoatomic bromine,
http://sweetontology.net/matrElement#Br,,CHEBI:36900,bromine(1+),
http://sweetontology.net/matrElement#Br,,CHEBI:47265,bromo group,
http://sweetontology.net/matrElement#Br,,CHEBI:52743,bromine-79 atom,
http://sweetontology.net/matrElement#Bromine,,CHEBI:22927,bromine atom,
http://sweetontology.net/matrElement#Bromine,,CHEBI:29224,dibromine,
http://sweetontology.net/matrElement#Bromine,,CHEBI:33117,bromine(.),
http://sweetontology.net/matrElement#C,,CHEBI:15356,cysteine,
http://sweetontology.net/matrElement#C,,CHEBI:16040,cytosine,
http://sweetontology.net/matrElement#C,,CHEBI:17561,L-cysteine,
http://sweetontology.net/matrElement#C,,CHEBI:27594,carbon atom,
http://sweetontology.net/matrElement#C,,CHEBI:29434,carbide(4-),
http://sweetontology.net/matrElement#C,,CHEBI:29435,carbide(1-),
http://sweetontology.net/matrElement#C,,CHEBI:29436,carbon(1+),
http://sweetontology.net/matrElement#C,,CHEBI:29950,L-cysteine residue,
http://sweetontology.net/matrElement#C,,CHEBI:30039,methanetetrayl group,
http://sweetontology.net/matrElement#C,,CHEBI:30040,methanediylidene group,
http://sweetontology.net/matrElement#C,,CHEBI:33417,diamond,
http://sweetontology.net/matrElement#C,,CHEBI:33418,graphite,
http://sweetontology.net/matrElement#C,,CHEBI:33419,monoatomic carbon,
http://sweetontology.net/matrElement#C,,CHEBI:36369,charm quark,
http://sweetontology.net/matrElement#C,,CHEBI:36927,carbon-14 atom,
http://sweetontology.net/matrElement#C,,CHEBI:36928,carbon-13 atom,
http://sweetontology.net/matrElement#C,,CHEBI:36929,carbon-11 atom,
http://sweetontology.net/matrElement#C,,CHEBI:36930,carbon-10 atom,
http://sweetontology.net/matrElement#C,,CHEBI:36931,carbon-12 atom,
http://sweetontology.net/matrElement#C,,CHEBI:36973,graphene,
http://sweetontology.net/matrElement#C,,CHEBI:36977,hexagonal graphite,
http://sweetontology.net/matrElement#C,,CHEBI:36978,rhombohedral graphite,
http://sweetontology.net/matrElement#C,,CHEBI:64656,cytidine residue,
http://sweetontology.net/matrElement#C,,UO:0000027,degree Celsius,
http://sweetontology.net/matrElement#C,,UO:0000220,coulomb,
http://sweetontology.net/matrElement#C,,UO:0000298,centi,
http://sweetontology.net/matrElement#Ca,,CHEBI:22984,calcium atom,
http://sweetontology.net/matrElement#Ca,,CHEBI:29108,calcium(2+),
http://sweetontology.net/matrElement#Ca,,CHEBI:29320,calcium(0),
http://sweetontology.net/matrElement#Ca,,CHEBI:39099,calcium(1+),
http://sweetontology.net/matrElement#Ca,,CHEBI:39123,calcium cation,
http://sweetontology.net/matrElement#Ca,,CHEBI:39124,calcium ion,
http://sweetontology.net/matrElement#Ca,,GO:0033968,glutaryl-7-aminocephalosporanic-acid acylase activity,-50
http://sweetontology.net/matrElement#Cadmium,,CHEBI:22977,cadmium atom,
http://sweetontology.net/matrElement#Calcium,,CHEBI:22984,calcium atom,
http://sweetontology.net/matrElement#Calcium,,CHEBI:29320,calcium(0),
http://sweetontology.net/matrElement#Carbon,,CHEBI:27594,carbon atom,
http://sweetontology.net/matrElement#Carbon,,CHEBI:33415,elemental carbon,
